0.2891,0.1337,0.7557,0.0097,0.0988,0.2041,1.3008,0.4503,3.2709,0,0.1661,0.2365,2.1631,0.0981,0.2475,1.5264,0.0061,0.107,0.3776,3.523,0.9899,6.8947,0.2341,9.7087,56.8249,12.3529,80.2196,
1,0.1509,0.3598,2.2692,0.0528,0.0044,0.3735,0.0001,0.1258,0.3858,0.0002,0.9283,1.8903,0.2101,4.9006,67.9617,9.8879,84.2275,
2,0.1269,0.3573,2.3808,0.0593,0.0043,0.3791,0.0001,0.1166,0.3951,0.0002,0.9482,1.9223,0.2312,5.035,68.072,9.645,84.2464,
3,0.1011,0.3423,2.2232,0.0578,0.0024,0.371,0.0001,0.1152,0.3798,0.0002,0.9219,1.8709,0.2197,4.7722,66.3642,11.9629,84.6301,
4,0.0982,0.3507,2.2126,0.0549,0.0041,0.4292,0,0.1165,0.3895,0.0003,0.9318,1.9459,0.2093,4.8308,55.0952,7.7087,69.1086,
5,0.0978,0.2459,2.1916,0.0712,0.0044,0.377,0.0001,0.1229,0.3936,0.0002,0.9358,1.9309,0.2137,4.696,67.4639,10.6114,84.2985,
6,0.107,0.3324,2.22,0.0525,0.0024,0.3783,0.0001,0.1163,0.388,0.0002,1.0018,1.9577,0.2256,4.8581,72.2137,8.1185,86.6971,
7,0.1018,0.7946,2.3469,0.0529,0.0016,0.4266,0.0001,0.1157,0.4183,0.0003,0.9342,1.9711,0.2081,5.4393,54.7947,8.9041,70.7391,
8,0.1403,0.2207,2.3325,0.0555,0.0044,0.5794,0.0001,0.1239,0.4001,0.0004,0.9655,2.1583,0.2231,5.0942,76.0331,14.0299,96.8181,
9,0.1508,0.3571,2.1521,0.0524,0.0077,0.4414,0.0001,0.1136,0.377,0.0002,0.9326,1.9464,0.2046,4.8239,79.378,12.7188,98.5263,
10,0.0998,0.7994,2.2408,0.0555,0.0045,2.6416,0.0001,0.1281,0.3884,6.511,0.9942,10.758,0.211,14.1252,80.2875,12.2665,108.341,
11,0.1304,0.3692,2.2437,0.0732,0.0074,0.43,0.0001,0.1214,0.4016,5.9764,0.9546,7.988,0.2082,10.9583,72.0529,13.0559,97.6773,
12,0.128,0.36,2.2473,0.0762,0.0046,0.4393,0.0002,0.1231,0.3983,6.0715,0.9975,8.1411,0.2196,11.1096,74.0076,14.711,101.461,
13,0.1543,0.4481,2.2577,0.0572,0.0048,0.3714,0,0.1137,0.3977,0.0002,0.9299,1.8972,0.2275,4.9996,79.1416,14.5715,100.396,
14,0.1319,0.3635,2.2341,0.0616,0.0037,0.4546,0.0001,0.1212,0.3971,0.0003,0.9544,2.014,0.2106,4.9676,82.2817,13.3164,102.208,
15,0.1127,0.3658,2.2244,0.0756,0.0048,0.4683,0.0001,0.1299,0.4044,5.8877,0.9907,7.9877,0.2166,10.9181,81.6976,13.1398,107.341,
16,0.1824,0.3513,2.2751,0.0704,0.0052,0.4672,0.0002,0.1312,0.4233,6.2247,0.98,8.3395,0.2421,11.4079,78.5723,12.7307,104.448,
17,0.1217,0.3547,2.2747,0.0535,0.0042,0.4044,0.0001,0.1206,0.4195,0.0001,0.9444,1.9694,0.3161,5.0526,80.1568,12.0853,98.8888,
18,0.1142,0.3501,2.2445,0.0565,0.004,0.4377,0.0001,0.1521,0.4194,5.6403,0.9967,7.7302,0.2051,10.6543,81.9992,15.3756,109.631,
19,0.1074,0.415,2.1807,0.0609,0.0055,0.4498,0.0002,0.1159,0.4166,5.5609,0.9606,7.5969,0.2145,10.5339,81.4698,13.9881,107.587,
20,0.1361,0.3434,2.4692,0.0613,0.0039,0.4975,0.0001,0.136,0.4532,5.5256,0.9823,7.6935,0.2209,10.8808,74.0915,13.4084,99.9658,
21,0.144,0.3664,2.3536,0.0797,0.0044,0.5202,0.0001,0.1213,0.441,5.7158,1.0034,7.9223,0.2454,11.0552,71.0225,12.3876,96.093,
22,0.1154,0.3632,2.3314,0.0585,0.0084,0.4628,0.0001,0.1319,0.4328,6.1862,1.0196,8.3329,0.2441,11.4044,73.9147,16.1607,103.061,
23,0.1348,0.4512,2.2781,0.0678,0.0024,0.4455,0.0001,0.121,0.4327,5.9262,1.0052,8.0223,0.2202,11.1228,82.6648,13.1622,108.549,
24,0.1331,0.3253,2.2487,0.0594,0.0079,0.3992,0.0001,0.1261,0.4217,0.0002,0.9591,1.9946,0.2271,4.9504,77.1648,12.0041,95.7301,
25,0.1182,0.3671,2.2904,0.078,0.0047,0.4332,0.0001,0.1121,0.4043,5.8443,0.9955,7.8963,0.2092,10.8988,81.8288,12.7599,107.146,
26,0.1198,0.3557,2.1745,0.065,0.0072,0.4736,0.0001,0.1134,0.4232,5.6342,0.9687,7.7085,0.2055,10.5866,77.9142,14.1733,104.33,
27,0.1145,0.3587,2.1619,0.0687,0.0045,0.4485,0.0001,0.1197,0.4202,5.3624,0.9713,7.4177,0.2072,10.2764,